temperature_c,adult_age_days,conditional_survival
25,60,0.9856255487824228
25,61,0.9856255487824228
25,62,0.9856255487824228
25,63,0.9856255487824228
25,64,0.9856255487824228
25,65,0.9856255487824228
25,66,0.9856255487824228
25,67,0.9856255487824228
25,68,0.9856255487824228
25,69,0.9856255487824228
25,70,0.9856255487824228
25,71,0.9856255487824228
25,72,0.9856255487824228
25,73,0.9856255487824228
25,74,0.9856255487824228
25,75,0.9856255487824228
25,76,0.9856255487824228
25,77,0.9856255487824228
25,78,0.9856255487824228
25,79,0.9856255487824228
25,80,0.9856255487824228
25,81,0.9856255487824228
25,82,0.9856255487824228
25,83,0.9856255487824228
25,84,0.9856255487824228
25,85,0.9856255487824228
25,86,0.9856255487824228
25,87,0.9856255487824228
25,88,0.9856255487824228
25,89,0.9856255487824228
25,90,0.9856255487824228
25,91,0.9856255487824228
25,92,0.9856255487824228
25,93,0.9856255487824228
25,94,0.9856255487824228
25,95,0.9856255487824228
25,96,0.9856255487824228
25,97,0.9856255487824228
25,98,0.9856255487824228
25,99,0.9856255487824228
25,100,0.9856255487824228
25,101,0.9856255487824228
25,102,0.9856255487824228
25,103,0.9856255487824228
25,104,0.9856255487824228
25,105,0.9856255487824228
25,106,0.9856255487824228
25,107,0.9856255487824228
25,108,0.9856255487824228
25,109,0.9856255487824228
25,110,0.9856255487824228
25,111,0.9856255487824228
25,112,0.9856255487824228
25,113,0.9856255487824228
25,114,0.9856255487824228
25,115,0.9856255487824228
25,116,0.9856255487824228
25,117,0.9856255487824228
25,118,0.9856255487824228
25,119,0.9856255487824228
25,120,0.9856255487824228
25,121,0.9856255487824228
25,122,0.9856255487824228
25,123,0.9856255487824228
25,124,0.9856255487824228
25,125,0.9856255487824228
25,126,0.9856255487824228
25,127,0.9856255487824228
25,128,0.9856255487824228
25,129,0.9856255487824228
25,130,0.9856255487824228
25,131,0.9856255487824228
25,132,0.9856255487824228
25,133,0.9856255487824228
25,134,0.9856255487824228
25,135,0.9856255487824228
25,136,0.9856255487824228
25,137,0.9856255487824228
25,138,0.9856255487824228
25,139,0.9856255487824228
25,140,0.9856255487824228
25,141,0.9856255487824228
25,142,0.9856255487824228
25,143,0.9856255487824228
25,144,0.9856255487824228
25,145,0.9856255487824228
25,146,0.9856255487824228
25,147,0.9856255487824228
25,148,0.9856255487824228
25,149,0.9856255487824228
25,150,0.9856255487824228
25,151,0.9856255487824228
25,152,0.9856255487824228
25,153,0.9856255487824228
25,154,0.9856255487824228
25,155,0.9856255487824228
25,156,0.9856255487824228
25,157,0.9856255487824228
25,158,0.9856255487824228
25,159,0.9856255487824228
25,160,0.9856255487824228
30,0,0.9840173914571194
30,1,0.9840173914571194
30,2,0.9840173914571194
30,3,0.9840173914571194
30,4,0.9840173914571194
30,5,0.9840173914571194
30,6,0.9840173914571194
30,7,0.9840173914571194
30,8,0.9840173914571194
30,9,0.9840173914571194
30,10,0.9840173914571194
30,11,0.9840173914571194
30,12,0.9840173914571194
30,13,0.9840173914571194
30,14,0.9840173914571194
30,15,0.9840173914571194
30,16,0.9840173914571194
30,17,0.9840173914571194
30,18,0.9840173914571194
30,19,0.9840173914571194
30,20,0.9840173914571194
30,21,0.9840173914571194
30,22,0.9840173914571194
30,23,0.9840173914571194
30,24,0.9840173914571194
30,25,0.9840173914571194
30,26,0.9840173914571194
30,27,0.9840173914571194
30,28,0.9840173914571194
30,29,0.9840173914571194
30,30,0.9840173914571194
30,31,0.9840173914571194
30,32,0.9840173914571194
30,33,0.9840173914571194
30,34,0.9840173914571194
30,35,0.9840173914571194
30,36,0.9840173914571194
30,37,0.9840173914571194
30,38,0.9840173914571194
30,39,0.9840173914571194
30,40,0.9840173914571194
30,41,0.9840173914571194
30,42,0.9840173914571194
30,43,0.9840173914571194
30,44,0.9840173914571194
30,45,0.9840173914571194
30,46,0.9840173914571194
30,47,0.9840173914571194
30,48,0.9840173914571194
30,49,0.9840173914571194
30,50,0.9840173914571194
30,51,0.9840173914571194
30,52,0.9840173914571194
30,53,0.9840173914571194
30,54,0.9840173914571194
30,55,0.9840173914571194
30,56,0.9840173914571194
30,57,0.9840173914571194
30,58,0.9840173914571194
30,59,0.9840173914571194
30,60,0.9840173914571194
30,61,0.9840173914571194
30,62,0.9840173914571194
30,63,0.9840173914571194
30,64,0.9840173914571194
30,65,0.9840173914571194
30,66,0.9840173914571194
30,67,0.9840173914571194
30,68,0.9840173914571194
30,69,0.9840173914571194
30,70,0.9840173914571194
30,71,0.9840173914571194
30,72,0.9840173914571194
30,73,0.9840173914571194
30,74,0.9840173914571194
30,75,0.9840173914571194
30,76,0.9840173914571194
30,77,0.9840173914571194
30,78,0.9840173914571194
30,79,0.9840173914571194
30,80,0.9840173914571194
30,81,0.9840173914571194
30,82,0.9840173914571194
30,83,0.9840173914571194
30,84,0.9840173914571194
30,85,0.9840173914571194
30,86,0.9840173914571194
30,87,0.9840173914571194
30,88,0.9840173914571194
30,89,0.9840173914571194
30,90,0.9840173914571194
30,91,0.9840173914571194
30,92,0.9840173914571194
30,93,0.9840173914571194
30,94,0.9840173914571194
30,95,0.9840173914571194
30,96,0.9840173914571194
30,97,0.9840173914571194
30,98,0.9840173914571194
30,99,0.9840173914571194
30,100,0.9840173914571194
30,101,0.9840173914571194
30,102,0.9840173914571194
30,103,0.9840173914571194
30,104,0.9840173914571194
30,105,0.9840173914571194
30,106,0.9840173914571194
30,107,0.9840173914571194
30,108,0.9840173914571194
30,109,0.9840173914571194
30,110,0.9840173914571194
30,111,0.9840173914571194
30,112,0.9840173914571194
30,113,0.9840173914571194
30,114,0.9840173914571194
30,115,0.9840173914571194
30,116,0.9840173914571194
30,117,0.9840173914571194
30,118,0.9840173914571194
30,119,0.9840173914571194
30,120,0.9840173914571194
30,121,0.9840173914571194
30,122,0.9840173914571194
30,123,0.9840173914571194
30,124,0.9840173914571194
30,125,0.9840173914571194
30,126,0.9840173914571194
30,127,0.9840173914571194
30,128,0.9840173914571194
30,129,0.9840173914571194
30,130,0.9840173914571194
30,131,0.9840173914571194
30,132,0.9840173914571194
30,133,0.9840173914571194
30,134,0.9840173914571194
30,135,0.9840173914571194
30,136,0.9840173914571194
30,137,0.9840173914571194
30,138,0.9840173914571194
30,139,0.9840173914571194
30,140,0.9840173914571194
30,141,0.9840173914571194
30,142,0.9840173914571194
30,143,0.9840173914571194
30,144,0.9840173914571194
30,145,0.9840173914571194
30,146,0.9840173914571194
30,147,0.9840173914571194
30,148,0.9840173914571194
30,149,0.9840173914571194
30,150,0.9840173914571194
30,151,0.9840173914571194
30,152,0.9840173914571194
30,153,0.9840173914571194
30,154,0.9840173914571194
30,155,0.9840173914571194
30,156,0.9840173914571194
30,157,0.9840173914571194
30,158,0.9840173914571194
30,159,0.9840173914571194
30,160,0.9840173914571194
